"
			2PM 진가 제대로 살린 '해야 해', MV 조회수 1000만뷰 돌파
		",2021.06.30. 오전 11:21,None,None,None
"
			'콘셉트 맛집' 스트레이키즈, 정규 2집 개인 티저 공개
		",2021.08.04. 오전 10:17,None,None,None
"'데드풀' 라이언 레이놀즈도 회원 인증, 디어유 상장",2021-05-27 14:48,한국경제,김소연 기자,"
SM엔터 알짜 자회사 디어유연내 상장 목표 준비 박차팬덤 플랫폼 중 최초 상장 예고



/사진=디어유 버블할리우드 배우 라이언 레이놀즈도 서비스 이용을 인증한 팬 플랫폼 디어유가 연내 상장을 예고했다. 디어유 측은 27일 한경닷컴에 ""올해 하반기 상장을 목표로 준비 중""이라고 밝혔다. 현재 디어유는 한국거래소 상장예비심사를 신청하기 위해 실사를 받고 있다. 디어유는 SM엔터테인먼트 자회사로 핵심 사업은 지난해 출시한 '디어유 버블'이다. 버블은 팬과 아티스트가 소통할 수 있는 모바일 플랫폼이다. 월 4500원의 이용료를 내면 자신이 선택한 연예인과 소통할 수 있다. 2019년까지 적자였던 디어유는 버블 출시 이후 흑자로 전환했다. 지난해 총매출액은 130억 원. 올해 1분기 가입자수 100만 명을 넘어서면서 매출 역시 10배가 상승한 것으로 알려졌다. 1분기 매출액은 89억 원, 영업이익 32억 원이었다. 버블에서 연예인은 팬들이 보낸 메시지를 모두 볼 수 있지만, 팬들은 연예인이 보낸 메시지만 확인한다는 점에서 '1대1' 대화를 하는 듯한 느낌을 받을 수 있다. SM엔터테인먼트 소속 아티스트를 중심으로 FNC엔터테인먼트, JYP엔터테인먼트, 젤리피쉬 엔터테인먼트, 브랜뉴뮤직 등 30여개 그룹 소속 아티스트가 서비스를 제공하고 있다.팬들은 1대 1로 사적인 교감을 하는 느낌을 얻을 수 있고, 연예인은 다수에게 공개된 SNS와 달리 팬들과 솔직하게 교감할 수 있다는 점에서 입소문을 탔다.



/사진=스트레이키즈 멤버 방찬의 버블 구독을 인증한 할리우드 배우 라이언 레이놀즈최근엔 Mnet '킹덤:레전더리 워'에 출연한 스트레이키즈가 영화 '데드풀'을 패러디한 무대가 인기를 모으면서, '데드풀' 주인공 라이언 레이놀즈가 버블 구독을 인증해 화제를 모았다. 현재 하이브는 위버스, 엔씨소프트는 유니버스를 팬 플랫폼으로 내놓은 상황에서 버블은 독자적인 서비스 시스템으로 해외 이용 고객이 71%에 달할 정도로 자리를 잡았다는 평이다. 김소연 한경닷컴 기자 sue123@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"'집콕탈출'에 컨택트 소비 폭발…""미디어·엔터·레저 담아라""",2021-06-04 9:40,한국경제,차은지 기자,"
코로나19 제약 요인 제거시 사회·문화 활동 니즈↑""미디어, 엔터, 레저 업종, 좋은 시그널 기대""



(사진=게티이미지뱅크)신종 코로나바이러스 감염증(코로나19) 백신 접종이 본격화되면서 하반기에는 '컨택트 소비'가 증가할 것으로 예상된다. 이에 증권가에서는 '집콕탈출'이 가져올 기대감의 수혜로 미디어, 엔터테인먼트, 레저주를 주시해야 한다고 조언했다.4일 금융투자업계에 따르면 올 하반기에는 기존 디지털 트렌드의 강화와 확장, 컨택트 비즈니스의 회복이 주 포인트로 작용할 것으로 전망된다. 백신 접종으로 코로나19에 따른 제약 요인이 제거된다면 그동안 할 수 없었던 사회·문화 활동에 대한 니즈가 가장 강하게 나타날 수밖에 없기 때문이다.오강호 신한금융투자 수석연구원은 ""코로나19 영향 감소와 함께 야외 활동 수요 증가가 예상된다""며 ""내년부터 본격적인 시장 환경이 개선될 것으로 보이는 엔터, 레저 부문에 대한 관심이 필요하다""고 말했다.지난해 코로나19는 미디어, 광고, 엔터, 카지노, 여행산업에 다양한 산업적 영향을 미쳤다. 글로벌 온라인동영상서비스(OTT)로 인한 수요 및 공급 확장 수혜를 본 미디어 산업 외 광고, 엔터, 카지노, 여행산업은 매출 하락을 피할 수 없었다.하지만 코로나19의 그늘이 걷히고 있는 현 상황에서 5개 산업 모두 코로나19의 영향에서 점차 벗어나며 매출 회복을 통한 수익성을 개선하는 시그널을 보유하고 있다는 게 전문가들의 판단이다.업계에서는 디지털화를 중심으로 성장했던 미디어 콘텐츠 산업의 갈 길이 여전히 밝다고 보고 있다. 특히 K-드라마(Drama)는 디즈니플러스와 애플티비플러스를 통해서도 퍼지고 있다. 새로운 파트너로 맞으며 글로벌 OTT 확장 모멘텀을 강화하고 있다.글로벌 OTT에 대한 프로그램 제작 공급은 콘텐츠 회사에게 공급 확장과 수익성 확보라는 두 가지 장점을 동시에 제공할 전망이다. 광고는 캡티브 광고주의 마케팅 확대가 디지털과 비매체광고(BTL)로 동반 확대될 전망이다. 하반기 높은 기저를 감안하더라도 높은 효율성을 낼 것으로 보인다. 앨범, 음원 매출액 성장을 중심으로 한 K-팝(POP) 엔터테인먼트의 글로벌 성장도 긍정적이다. 코로나19에 오프라인 콘서트 대안으로 떠오른 언택트 콘서트는 정비를 통해 새롭게 팬들과 교류할 것으로 보이고 이를 통한 메타버스향 디지털 팬덤 문화 강화가 예상돼서다. 하반기 코로나19 방역 대응에 맞춰 컨택트 시장의 일부 확장이 발생할 것으로 기대된다. 수요 측면에서의 회복성과 회복 후 지속성을 감안할 때, 카지노 VIP의 소비 개선이 여행 수요보다 더욱 빠르게 나타날 것이라는 전망이 나온다.백신 접종 등에 의한 인센티브 등이 지원되고 있지만 글로벌 이동제한이 전면적으로 해제된 것이 아니기에 일반 여행 수요 보다는 카지노와 같은 특수목적 수요에 먼저 관심을 가질 필요가 있다는 조언이다.K-팝의 넓어진 글로벌 팬덤은 언택트 콘텐츠의 지속성과 콘서트 재개 시 확장성으로 이어져 빠른 실적 개선을 전망한다. 이에 관련 종목으로 이노션, 인크로스, NEW, JYP엔터테인먼트를 추천했다.또한 여행 수요는 패키지와 자유여행객(FIT)으로 구분돼 발생할 수 있기에 사회적 거리두기 단계 완화 등에 따른 수혜가 가능한 강원랜드와 국내 최대 여행지 제주도에 자리잡은 카지노 복합리조트를 보유한 롯데관광개발도 하반기 유망종목이다.이남수 키움증권 연구원은 ""지난해 부진 영역에서의 회복으로 미디어, 엔터, 레저 업종이 좋은 시그널을 보유할 것으로 기대된다""며 ""기업별 컨택트 비즈니스 강화에 의한 실적 차별성으로 연결될 것으로 판단하고 해당 기업에 대한 세심한 고찰과 회복 탄력성에 집중해야 할 시기""라고 말했다.차은지 한경닷컴 기자 chachacha@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			진영vs진영, 연기돌 7월 맞대결
		",2021.06.23. 오전 11:36,None,None,None
"
			트와이스 표 '서머송'이 온다…컴백 타이틀곡 '알콜-프리'
		",2021.05.31. 오전 9:18,None,None,None
"
			스트레이키즈, 8월 23일 컴백…'대세돌' 존재감 굳힌다 [공식]
		",2021.07.22. 오전 10:25,None,None,None
BTS·블랙핑크가 유튜브·애플뮤직·스포티파이 점령한 비결 [김주완의 어쩌다IT],2021-05-23 7:31,한국경제,김주완 기자,"
K팝 수출의 버팀목이 된 IT유튜브, 스포티파이 타고 글로벌 시장 공략코로나19 확산에도 온라인으로 인기몰이



BTS가 21일 신곡 '버터'를 내놨다K팝이 세계적으로 인기를 끌고 있습니다. 방탄소년단(BTS)의 경우에는 신곡을 발표할 때마다 미국 빌보드 차트 1위 달성 여부가 주요 관심사입니다. 우선 K팝 자체가 매력적입니다. 관련 정보기술(IT) 서비스도 K팝 확산에 큰 도움이 됐다는 분석도 계속 나오고 있습니다.  한국콘텐츠진흥원(한콘진)은 최근 '뉴노멀 음악 소비 트렌드를 주도한 k팝의 인기'라는 보고서를 내놨습니다. 한콘진은 지난해 코로나19 확산 여파로 라이브 공연 시장이 직격탄을 맞았다고 분석했습니다. 글로벌 음악 산업 전체의 50% 이상이 콘서트 수입에서 발생하기 때문이다.    새 앨범 홍보를 위한 공연 투어 일정도 잇따라 취소되면서 팝스타들의 음반 출시 계획이 연기됐습니다. 코로나19로 인한 경기 침체로 광고 수요도 줄어 가수들의 수입도 감소했습니다. 대신 음원 유통 산업이 더 커졌습니다. 세계 1위 음원 유통업체인 스포티파이는 지난해 1분기 월간 이용자와 유료 가입 프리미엄 구독자 수가 1년전보다 각각 31% 증가해 2억 8600만명과 1억 3000만명을 기록했습니다.한콘진은 K팝 가수들은 코로나19의 위기를 기회로 바꿨다고 분석했습니다. 미국 공영방송 NPR은 ""K팝 아이돌 음악은 어떤 장르에도 속하지 않는 얼터너티브 음악으로 끊임없이 흥분시키는 중독성과 8~10개의 멜로디로 전달되는 행복감, 환상적인 하모니가 특징""이라고 설명했습니다. 이어 ""코로나19 로 지치고 우울한 삶을 살아가는 전 세계 팬들을 위로하는 음악""이라고 덧붙였습니다.



블랙핑크무엇보다도 K팝은 정보기술(IT) 플랫폼이 지배하는 세상에 먼저 진입해 관련 플랫폼을 장악했다고 분석했습니다. 온라인 전용 콘서트 플랫폼이 대표적입니다. BTS, 블랙핑크, 슈퍼주니어, 트와이스 모두 온라인 콘서트로 수백억원의 매출을 올렸습니다. BTS는 107개국 동시 접속자 수 75만 6600여명을 기록한 온라인 콘서트 '방방콘'으로 1회에 2000만 달러(약 225억원)의 수익을 냈습니다.BTS는 지난해 미국 빌보드 차트 1위까지 달성했습니다.  BTS가 영어로 부른 '다이너마이트' 지난해 9 월 첫째 주 빌보드 싱글핫100 차트 1위를 차지했습니다. 한국 가수 최초로 빌보드 정상을 차지한 BTS의 '다이너마이트'는 당시 미국 내 주간 3390만회 이상의 온라인 스트리밍, 30만장 앨범 판매, 1160만회의 라디오 에어플레이 수를 기록했습니다.블랙핑크의 '뚜두뚜두' 뮤직비디오는 유튜브에서 지난해 15억 조회를 돌파해 K팝 그룹의 최다 조회 수를 기록했습니다. 블랙핑크는 유튜브 11억 조회 이상 뮤직비디오 3편을 포함 총 26편의 억대 조회 수 영상을 보유하고 있습니다. 블랙핑크의 유튜브 채널 구독자 수는 지난 20일 기준 6120만명에 달합니다. 블랙핑크는 지난해 미국 팝스타들과 협업으로 빌보드 핫100차트에 두 차례 진입하기도 했습니다. 레이디 가가와 '사워 캔디'가 33위에 올랐고, 셀레나 고메즈와 함께 부른 '아이스크림'은 13위를 차지했습니다.



트와이스K팝 열풍에 스포티파이는 2014년에 일명 'K-팝 대박(K-POP Daebak)'이라는 플레이리스트를 내놨습니다. 올 3월 15일 기준 스포티파이의 플레이리스트 'K-팝 대박'은 282만 9946명의 팬을 확보했습니다.스포티파이는 지난해 K팝 부문 글로벌 연말 결산 결과도 공개했습니다. 지난해 스포티파이에서 최다 스트리밍 재생을 기록한 K팝 아티스트 BTS였습니다. BTS는 세계 최다 스트리밍 기록도 달성했습니다. 이어 블랙핑크, 트와이스, 스트레이 키즈, 레드 벨벳 등의 순이었습니다.애플 뮤직은 싸이의 돌풍을 계기로 2016년 한국 시장에 진출했습니다. K팝 음원을 확보하기 시작했습니다. K팝 추천 플레이리스트 큐레이션 서비스를 위해 SM엔터테인먼트, JYP엔터테인먼트, YG엔터테인먼트와 파트너십도 체결했습니다. 올 2월 샤이니가 7집으로 45개국 애플 아이튠즈 탑 앨범 차트 정상에 올랐습니다. 3월에는 블랙핑크 로제의 솔로 데뷔 곡이 51개국에서 1위에 올랐습니다.한콘진은 ""BTS의 소속사 하이브는 유튜브 채널 구독자 확장과 온라인 유료 공연 성공 등 음악 시장의 다변화에 방향성을 제시했다""며 ""유니버설뮤직그룹과 미국 기반의 K 팝 보이그룹 프로젝트를 발표했는데 이는 K팝의 미래를 위한 새로운 길로 이어질 것""이라고 분석했습니다.김주완 기자▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			[스타:라이트] 솔로 뱀뱀, 다음이 더 궁금해지는 시작
		",2021.07.13. 오후 5:07,None,None,None
"
			김희철·모모 양측 ""결별 맞다"" [공식]
		",2021.07.08. 오전 11:12,None,None,None
"
			김희철♥모모, 열애 1년 반 만에 결별설…소속사 ""확인 중""
		",2021.07.08. 오전 10:39,None,None,None
'2분기 깜짝실적' 주연은 리오프닝株…하이브·천보 하반기 더 좋다,2021-07-02 18:03,한국경제,None,"
한경 인포그래픽2분기 실적 시즌주목할 종목오는 7일 삼성전자를 시작으로 2분기 실적 시즌이 시작된다. 유동성 장세에서 실적 장세로 전환함에 따라 이번 분기 실적에 대한 관심은 더 높아지고 있다. 특히 주도주 없이 순환매가 이어지는 최근 같은 증시에선 결국 믿을 것은 실적밖에 없다는 게 전문가들의 공통된 의견이다.



한국경제신문은 금융정보업체 에프앤가이드에 의뢰해 실적을 추정한 증권사가 세 곳 이상인 190개 상장사의 2분기 실적 컨센서스(증권사 추정 영업이익의 평균치)를 분석했다. 유명간 미래에셋증권 퀀트 담당 애널리스트의 도움도 받았다.그 결과 올 2분기 실적 시즌의 승자는 경기민감주와 경제재개주(리오프닝주)인 것으로 나타났다. 지난해 코로나19의 직격탄을 맞은 기업들이 경기 회복 훈풍을 타고 수익성이 개선된 것으로 나타났다. 하이브 천보 일진머티리얼즈 등은 올 2분기 사상 최대 실적을 낸 데 이어 3분기에도 최대치를 경신할 전망이다.(1) 대한항공 영업익 추정치 ‘쑥’실적 발표 시기가 임박할수록 영업이익 컨센서스 증가율이 중요해진다. 순환매가 빠르게 이뤄지는 증시에서는 컨센서스가 빠르게 커지는 종목의 주가가 움직일 확률이 높기 때문이다. 최근 업황이 급속히 개선됐다는 얘기이기도 하다. 1개월 전 대비 현재 2분기 영업이익 추정치 증가율이 가장 높은 종목은 대한항공이다. 1개월 전보다 47.4% 늘었다. 2분기 824억원의 영업이익을 올린 것으로 추정된다. 해운 화물대란에 따른 항공 화물 수요 증가로 항공 화물운임이 급등하고 있는 영향이다. 이외에도 유가 급등으로 한국가스공사의 컨센서스가 31.7% 증가했다. 동국제강(24.7%), OCI(15.7%)가 그 뒤를 이었다.



그래픽=허라미 기자(2) 솔루스첨단 이익 전망 ‘뚝뚝’1개월 전보다 영업이익 추정치가 급격하게 낮아진 종목 1위는 솔루스첨단소재다. 전지박(2차전지용 동박) 사업부문의 영업적자가 커지면서 영업이익 추정치(24억원)가 한 달 전보다 23.9% 줄었다. 하이브의 영업이익 추정치는 1개월 전 대비 19.1% 줄어든 376억원이다. 이타카홀딩스 인수, 사옥 이전 등 일회성 비용이 증가했고 굿즈(기념품) 판매 이익도 3분기 실적에 반영될 가능성이 높다.(3) 롯데쇼핑 등 경기민감주 대세2분기 영업이익이 전년 동기 대비 큰 폭으로 증가했을 것으로 추정되는 종목은 경기민감주와 경제재개 관련주가 다수였다. 롯데쇼핑의 2분기 영업이익 추정치는 822억원이다. 전년 동기 대비 5813.0% 급증한 수치다. 코로나19에 따른 기저효과, 보복소비로 인한 백화점·마트 실적 개선 등의 영향으로 코로나19 전 실적을 거의 따라잡았다. 철강 가격 인상으로 현대제철(추정치 4399억원)의 2분기 영업이익도 전년 동기 대비 3050.0% 증가한 것으로 증권사들은 보고 있다.(4) CJ CGV 기저효과로 매출↑코로나19 기저효과로 매출 증가율이 높은 회사들도 눈여겨볼 만하다. 지난해 2분기 매출이 5억원을 밑돌면서 주식매매거래 정지를 당했던 롯데관광개발의 올 2분기 매출은 496억원으로 8000.9% 늘어났을 것으로 추정된다. 코로나19 전인 2019년(230억원)보다 훨씬 많다. 제주도로 여행객이 몰리면서 지난해 12월 문을 연 그랜드하얏트제주가 실적에 크게 기여했다. 코로나19 전 수준을 회복하진 못했지만 기저효과 때문에 CJ CGV의 매출 추정치(2050억원)도 전년 동기 대비 392.8% 늘어난 것으로 분석된다.(5) 하이브 3분기도 “최대 실적”2분기 영업이익이 사상 최대치를 기록한 것으로 추정되는 가운데 3분기에 최대치를 다시 경신할 것으로 예상되는 종목을 꼽아봤다. 하이브는 영업이익이 올 2분기 376억원, 3분기 708억원을 기록할 것으로 예상된다. 2분기 영업이익이 사상 최대인 기업 중 2분기 대비 3분기 영업이익 증가율(88.4%)이 가장 높을 것으로 보인다. 코로나19가 누그러지면 공연이 재개될 것이란 기대감이 반영됐다. 요가복 브랜드 젝시믹스를 운영하는 브랜드엑스코퍼레이션은 성수기인 7~8월 수영복, 남성복 라인을 보강해 2분기에 이어 3분기에도 영업이익이 66.7% 늘어날 것으로 전망된다.(6) 코스맥스 정점 찍고 내리막2분기에 영업이익이 사상 최대치를 찍은 뒤 3분기 실적 피크아웃(고점 통과)이 예상되는 종목도 살펴봤다. 하락폭이 큰 종목은 코스맥스다. 중국 ‘618 쇼핑축제’ 기간 화장품 판매량이 크게 늘어 최근 2분기 컨센서스가 급격히 높아지고 있다. 하지만 화장품 비수기로 꼽히는 3분기 실적은 전 분기 대비 22.3% 줄어들 것으로 예상된다. 대한제강(-19.5%), 콜마비앤에이치(-18.8%), JYP엔터테인먼트(-17.3%) 등도 3분기가 2분기보다 못할 전망이다.(7) 현대제철 여전히 싸고 好실적코스피지수 12개월 선행 주가수익비율(PER·12.34배)보다 PER이 낮은 종목 중 2분기 영업이익 증가율이 높은 종목을 꼽았다. 주가가 싸면서도 실적은 좋은 종목이라는 의미다. PER이 7.87배에 불과하지만 영업이익이 전년 동기 대비 3050.0% 증가한 것으로 추정되는 현대제철이 1위를 차지했다. 코로나19 전인 2019년(2026억원)과 비교한 영업이익 예상 증가율은 117.1%에 달한다.(8) SK이노·에쓰오일 흑자전환흑자전환한 종목은 언제나 눈여겨볼 만하다. 코로나19와 국제 유가 급락이라는 이중 악재로 지난해 영업적자를 냈던 SK이노베이션은 올 2분기 3590억원의 영업이익을 내면서 흑자전환에 성공한 것으로 보인다. 윤활유 판가가 크게 올랐고, 현대자동차 아이오닉 5에 배터리 납품을 시작하면서 배터리 부문도 흑자전환이 유력하다. 윤활유 부문 이익이 크게 늘어난 에쓰오일(3726억원)도 흑자전환한 것으로 추정된다.※2분기 실적 전망과 관련한 보다 자세한 정보는 한경닷컴 홈페이지에 게재된 온라인 기사에서 확인할 수 있습니다.▶ 자세한 내용 보기
"
"
			데이식스 이븐 오브 데이, 빈티지+앤티크…감성 밴드의 변신
		",2021.06.28. 오전 8:19,None,None,None
"
			'라우드' 싸이X박진영, 이동현 센스에 매료...""이 캐릭터 뭐지?"" 극찬
		",2021.06.05. 오후 10:30,None,None,None
'K 드라마 제작 노하우'로 미드 만든다,2021-06-01 17:27,한국경제,None,"
스튜디오드래곤, 美서 첫 제작 애플TV·스카이댄스와 공동'더 빅 도어 프라이즈' 원작美 시청자 겨냥 10부작 미드IP활용 드라마 리메이크 추진



스튜디오드래곤이 미국판 드라마로 리메이크를 추진하는 '호텔 델루나'.국내 최대 드라마 제작사 스튜디오드래곤이 미국 드라마(미드)를 만든다. 국내 제작사가 미드를 만드는 건 이번이 처음이다. 지금까지는 완성된 한국 드라마를 팔거나 현지에서 리메이크할 수 있는 포맷과 권리를 판매해왔다. 스튜디오드래곤은 여기서 나아가 미국에서 현지 배우, 제작진과 함께 전 세계 시청자를 대상으로 한 드라마를 직접 만든다. 세계 콘텐츠 시장의 중심인 미국 시장을 정조준한 것. 드라마 시장의 글로벌화가 본격적으로 진행될 것이란 기대가 높아지고 있다. 500억~1000억원 규모 미드 제작



스튜디오드래곤은 애플TV플러스, 미국 제작사 스카이댄스미디어와 함께 미드 ‘더 빅 도어 프라이즈(The Big Door Prize)’를 공동 기획·제작한다고 1일 밝혔다. 애플TV플러스는 애플이 2019년부터 선보이고 있는 온라인동영상서비스(OTT)이며, 스카이댄스미디어는 ‘미션 임파서블’ ‘터미네이터’ 등을 만든 미국 대표 제작사다. 2016년 CJ ENM으로부터 물적분할된 스튜디오드래곤은 ‘미스터션샤인’ ‘사랑의 불시착’ ‘호텔 델루나’ ‘빈센조’ 등을 만들었다.‘더 빅 도어 프라이즈’는 판타지와 미스터리 장르가 혼합된 10부작 드라마다. ‘시트 크릭’이라는 작품으로 에미상 코미디 부문 및 골든글로브를 수상한 작가 겸 프로듀서 데이비드 웨스트 리드(사진)가 집필한다. 미드의 회당 제작비가 50억~100억원에 달하는 것을 고려하면 한 시즌에 500억~1000억원의 제작비가 들어갈 것으로 추산된다. 국내 최대 제작비 수준(500억원 정도)을 훌쩍 뛰어넘는다.



스튜디오드래곤은 이 작품 외에 많은 드라마를 해외에서 기획·제작할 계획이다. 스튜디오드래곤 관계자는 “현재 10여 편의 작품 제작을 추진하고 있다”고 말했다. ‘호텔 델루나’ 등 기존 지식재산권(IP)을 활용해 드라마 리메이크도 추진한다.이번 계약을 통해 글로벌 OTT와의 협업도 더욱 확대하게 됐다. 스튜디오드래곤은 넷플릭스에 이어 애플TV플러스를 통해 많은 작품을 공급할 전망이다. 강철구 스튜디오드래곤 대표는 “글로벌 제작 과정을 체화하고 글로벌 스튜디오로 발돋움할 수 있는 좋은 기회가 될 것”이라고 기대했다. 드라마·영화·K팝 등 현지 제작 가속화최근 이처럼 미국, 유럽 등 해외 현지 시장을 직접 공략하는 흐름이 가속화되고 있다. ‘킹덤’ ‘스위트홈’ ‘사랑의 불시착’ 등 기존 한국 드라마가 해외 시장에서 큰 호평을 받으면서 러브콜이 쏟아지고 있는 덕분이다. JTBC스튜디오도 지난달 31일 미국 현지 제작사 윕(wiip)을 인수하고 미국 시장 공략에 나섰다. 윕은 애플TV플러스의 ‘디킨슨’, HBO맥스의 ‘메어 오브 이스트타운’ 등을 만들었다.드라마에 앞서 영화, K팝 부문에서도 해외에서 직접 현지 콘텐츠를 만들고 아티스트를 발굴하는 작업이 활발하다. CJ ENM은 지난해 개봉한 영화 ‘엔딩스 비기닝스’를 시작으로 10여 편의 영화를 미국에서 기획·제작 중이다. 하이브(빅히트)는 미국 유니버설뮤직과 손잡고 현지 오디션을 통해 새로운 아이돌 그룹을 만든다. JYP엔터테인먼트가 일본에서 선보인 일본인 걸그룹 ‘니쥬’도 많은 인기를 얻고 있다.정덕현 대중문화평론가는 “넷플릭스가 현지 콘텐츠를 잘 만들어서 글로벌 시장에 선보이고 있는데 우리도 동일한 방식으로 할 수 있게 돼 의미가 크다”며 “국내 OTT도 해외 진출을 계획하고 있어 더 많은 해외 콘텐츠 제작과 투자가 이뤄질 것 같다”고 내다봤다.김희경 기자 hkkim@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			트와이스, 美 '엘렌쇼' 첫 출연 확정…컴백 기대감 UP
		",2021.05.26. 오전 8:53,None,None,None
'K 드라마 제작 노하우'로 미드 만든다,2021-06-01 17:27,한국경제,None,"
스튜디오드래곤, 美서 첫 제작 애플TV·스카이댄스와 공동'더 빅 도어 프라이즈' 원작美 시청자 겨냥 10부작 미드IP활용 드라마 리메이크 추진



스튜디오드래곤이 미국판 드라마로 리메이크를 추진하는 '호텔 델루나'.국내 최대 드라마 제작사 스튜디오드래곤이 미국 드라마(미드)를 만든다. 국내 제작사가 미드를 만드는 건 이번이 처음이다. 지금까지는 완성된 한국 드라마를 팔거나 현지에서 리메이크할 수 있는 포맷과 권리를 판매해왔다. 스튜디오드래곤은 여기서 나아가 미국에서 현지 배우, 제작진과 함께 전 세계 시청자를 대상으로 한 드라마를 직접 만든다. 세계 콘텐츠 시장의 중심인 미국 시장을 정조준한 것. 드라마 시장의 글로벌화가 본격적으로 진행될 것이란 기대가 높아지고 있다. 500억~1000억원 규모 미드 제작



스튜디오드래곤은 애플TV플러스, 미국 제작사 스카이댄스미디어와 함께 미드 ‘더 빅 도어 프라이즈(The Big Door Prize)’를 공동 기획·제작한다고 1일 밝혔다. 애플TV플러스는 애플이 2019년부터 선보이고 있는 온라인동영상서비스(OTT)이며, 스카이댄스미디어는 ‘미션 임파서블’ ‘터미네이터’ 등을 만든 미국 대표 제작사다. 2016년 CJ ENM으로부터 물적분할된 스튜디오드래곤은 ‘미스터션샤인’ ‘사랑의 불시착’ ‘호텔 델루나’ ‘빈센조’ 등을 만들었다.‘더 빅 도어 프라이즈’는 판타지와 미스터리 장르가 혼합된 10부작 드라마다. ‘시트 크릭’이라는 작품으로 에미상 코미디 부문 및 골든글로브를 수상한 작가 겸 프로듀서 데이비드 웨스트 리드(사진)가 집필한다. 미드의 회당 제작비가 50억~100억원에 달하는 것을 고려하면 한 시즌에 500억~1000억원의 제작비가 들어갈 것으로 추산된다. 국내 최대 제작비 수준(500억원 정도)을 훌쩍 뛰어넘는다.



스튜디오드래곤은 이 작품 외에 많은 드라마를 해외에서 기획·제작할 계획이다. 스튜디오드래곤 관계자는 “현재 10여 편의 작품 제작을 추진하고 있다”고 말했다. ‘호텔 델루나’ 등 기존 지식재산권(IP)을 활용해 드라마 리메이크도 추진한다.이번 계약을 통해 글로벌 OTT와의 협업도 더욱 확대하게 됐다. 스튜디오드래곤은 넷플릭스에 이어 애플TV플러스를 통해 많은 작품을 공급할 전망이다. 강철구 스튜디오드래곤 대표는 “글로벌 제작 과정을 체화하고 글로벌 스튜디오로 발돋움할 수 있는 좋은 기회가 될 것”이라고 기대했다. 드라마·영화·K팝 등 현지 제작 가속화최근 이처럼 미국, 유럽 등 해외 현지 시장을 직접 공략하는 흐름이 가속화되고 있다. ‘킹덤’ ‘스위트홈’ ‘사랑의 불시착’ 등 기존 한국 드라마가 해외 시장에서 큰 호평을 받으면서 러브콜이 쏟아지고 있는 덕분이다. JTBC스튜디오도 지난달 31일 미국 현지 제작사 윕(wiip)을 인수하고 미국 시장 공략에 나섰다. 윕은 애플TV플러스의 ‘디킨슨’, HBO맥스의 ‘메어 오브 이스트타운’ 등을 만들었다.드라마에 앞서 영화, K팝 부문에서도 해외에서 직접 현지 콘텐츠를 만들고 아티스트를 발굴하는 작업이 활발하다. CJ ENM은 지난해 개봉한 영화 ‘엔딩스 비기닝스’를 시작으로 10여 편의 영화를 미국에서 기획·제작 중이다. 하이브(빅히트)는 미국 유니버설뮤직과 손잡고 현지 오디션을 통해 새로운 아이돌 그룹을 만든다. JYP엔터테인먼트가 일본에서 선보인 일본인 걸그룹 ‘니쥬’도 많은 인기를 얻고 있다.정덕현 대중문화평론가는 “넷플릭스가 현지 콘텐츠를 잘 만들어서 글로벌 시장에 선보이고 있는데 우리도 동일한 방식으로 할 수 있게 돼 의미가 크다”며 “국내 OTT도 해외 진출을 계획하고 있어 더 많은 해외 콘텐츠 제작과 투자가 이뤄질 것 같다”고 내다봤다.김희경 기자 hkkim@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			트와이스, 美 '엘렌쇼' 첫 출연 확정…컴백 기대감 UP
		",2021.05.26. 오전 8:53,None,None,None
"
			'女 나체사진 논란' 제이비, 신곡 KBS 심의 부적격 ""선정적 가사""
		",2021.05.18. 오후 1:50,None,None,None
"
			'라스' 나인우, '달뜨강' 긴급 합류 그 후 최초 공개…""8kg 빠져""
		",2021.05.12. 오후 1:32,None,None,None
