TITLE,DATE,PRESS,REPORTER,CONTENT
"'데드풀' 라이언 레이놀즈도 회원 인증, 디어유 상장",2021-05-27 14:48,한국경제,김소연 기자,"
SM엔터 알짜 자회사 디어유연내 상장 목표 준비 박차팬덤 플랫폼 중 최초 상장 예고



/사진=디어유 버블할리우드 배우 라이언 레이놀즈도 서비스 이용을 인증한 팬 플랫폼 디어유가 연내 상장을 예고했다. 디어유 측은 27일 한경닷컴에 ""올해 하반기 상장을 목표로 준비 중""이라고 밝혔다. 현재 디어유는 한국거래소 상장예비심사를 신청하기 위해 실사를 받고 있다. 디어유는 SM엔터테인먼트 자회사로 핵심 사업은 지난해 출시한 '디어유 버블'이다. 버블은 팬과 아티스트가 소통할 수 있는 모바일 플랫폼이다. 월 4500원의 이용료를 내면 자신이 선택한 연예인과 소통할 수 있다. 2019년까지 적자였던 디어유는 버블 출시 이후 흑자로 전환했다. 지난해 총매출액은 130억 원. 올해 1분기 가입자수 100만 명을 넘어서면서 매출 역시 10배가 상승한 것으로 알려졌다. 1분기 매출액은 89억 원, 영업이익 32억 원이었다. 버블에서 연예인은 팬들이 보낸 메시지를 모두 볼 수 있지만, 팬들은 연예인이 보낸 메시지만 확인한다는 점에서 '1대1' 대화를 하는 듯한 느낌을 받을 수 있다. SM엔터테인먼트 소속 아티스트를 중심으로 FNC엔터테인먼트, JYP엔터테인먼트, 젤리피쉬 엔터테인먼트, 브랜뉴뮤직 등 30여개 그룹 소속 아티스트가 서비스를 제공하고 있다.팬들은 1대 1로 사적인 교감을 하는 느낌을 얻을 수 있고, 연예인은 다수에게 공개된 SNS와 달리 팬들과 솔직하게 교감할 수 있다는 점에서 입소문을 탔다.



/사진=스트레이키즈 멤버 방찬의 버블 구독을 인증한 할리우드 배우 라이언 레이놀즈최근엔 Mnet '킹덤:레전더리 워'에 출연한 스트레이키즈가 영화 '데드풀'을 패러디한 무대가 인기를 모으면서, '데드풀' 주인공 라이언 레이놀즈가 버블 구독을 인증해 화제를 모았다. 현재 하이브는 위버스, 엔씨소프트는 유니버스를 팬 플랫폼으로 내놓은 상황에서 버블은 독자적인 서비스 시스템으로 해외 이용 고객이 71%에 달할 정도로 자리를 잡았다는 평이다. 김소연 한경닷컴 기자 sue123@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			소주 모델은 여자만? SF9 찬희, 진로이즈백 얼굴 됐다
		",2021.06.11. 오전 10:32,None,None,None
"
			엔플라잉, 7일 18시 첫 정규 앨범 ‘Man on the Moon’ 발매
		",2021.06.06. 오후 2:46,None,None,None
"
			엔플라잉, 신곡 ‘Moonshot’ 이승협 무드 티저 공개
		",2021.05.29. 오후 2:26,None,None,None
"
			씨엔블루 이정신, 부친상…""25일 숙환으로 별세"" [공식]
		",2021.05.26. 오전 9:38,None,None,None
"
			씨엔블루 이정신, 25일 부친상…""가족과 빈소 지키는 중""
		",2021.05.26. 오전 9:25,None,None,None
"
			엔플라잉, 6년만의 정규 1집 '맨 온 더 문' 플랜 포스터 공개
		",2021.05.23. 오전 9:45,None,None,None
"
			엔플라잉, 첫 정규앨범 ‘Man on the Moon’ 6월 7일 발매
		",2021.05.22. 오후 4:23,None,None,None
"
			김희선·로운, '내일'로 만나나…""긍정 검토"" [공식]
		",2021.04.06. 오후 3:11,None,None,None
"
			'전역' 이홍기, 복귀작은 뮤지컬 '1976할란카운티'
		",2021.04.19. 오후 2:52,None,None,None
"
			'6년 만 솔로' 엔플라잉 덜고 이승협 색깔로 꽉 채운 '클리커' [종합]
		",2021.02.22. 오후 4:15,None,None,None
"
			‘솔로 데뷔 D-2’ 이승협,솔직+재치 1인 2역 인터뷰 공개
		",2021.02.20. 오후 2:52,None,None,None
"
			체리블렛, 한복 입고 다정한 인사 ""행복한 한 해 보내시길""
		",2021.02.12. 오전 8:38,None,None,None
"
			'컴백 D-1' 체리블렛, 신곡 'Love So Sweet' MV 티저 공개
		",2021.01.19. 오전 10:41,None,None,None
"
			체리블렛, 미니 1집 하이라이트 메들리+트랙리스트 공개
		",2021.01.18. 오전 11:23,None,None,None
"
			체리블렛, 신곡 'Love So Sweet' MV 티저 공개
		",2021.01.15. 오전 11:22,None,None,None
"
			체리블렛, 미니 1집 'Cherry Rush' 두 번째 개인 재킷포스터 공개
		",2021.01.13. 오전 11:27,None,None,None
"
			체리블렛, 한복 입고 다정한 인사 ""행복한 한 해 보내시길""
		",2021.02.12. 오전 8:38,None,None,None
"
			체리블렛, 한복 입고 새해 인사…'러블리 에너제틱' 매력
		",2021.02.12. 오전 11:20,None,None,None
"
			'컴백 D-1' 체리블렛, 신곡 'Love So Sweet' MV 티저 공개
		",2021.01.19. 오전 10:41,None,None,None
"
			체리블렛, 미니 1집 하이라이트 메들리+트랙리스트 공개
		",2021.01.18. 오전 11:23,None,None,None
"
			체리블렛, 신곡 'Love So Sweet' MV 티저 공개
		",2021.01.15. 오전 11:22,None,None,None
"
			체리블렛, 미니 1집 'Cherry Rush' 두 번째 개인 재킷포스터 공개
		",2021.01.13. 오전 11:27,None,None,None
"
			'20일 컴백' 체리블렛, 미니 1집 '체리 러시' 개인 재킷포스터 공개
		",2021.01.12. 오전 11:09,None,None,None
"
			체리블렛, 미니 1집 'Cherry Rush' 재킷포스터 최초공개
		",2021.01.11. 오전 9:27,None,None,None
"
			체리블렛, 타이틀곡 'Love So Sweet'으로 20일 컴백
		",2021.01.09. 오전 8:56,None,None,None
FNC-KOTRA 랜선 콘서트 유튜브 최초공개…누구나 무료관람,2020-06-13 14:26,한국경제,None,"




FNC엔터테인먼트 AOA 엔플라잉 SF9(사진=FNC엔터테인먼트)오늘(13일) 그룹 AOA, 엔플라잉, SF9의 인기곡 퍼레이드가 온라인에서 펼쳐진다.FNC엔터테인먼트는 KOTRA(사장 권평오)와 손잡고 신종코로나바이러스 감염증(코로나19) 극복을 위한 ‘랜선 콘서트’를 연다. 한국시간 기준, 6월 13일(토) 오후 6시에 KOTRA와 FNC엔터테인먼트 공식 유튜브 채널을 통해 전세계에 최초로 중계되며 해외 타 지역과의 시차를 고려하여 동일 공연이 14일(일) 오전 2시에 한 차례 더 중계될 예정이다.이번 공연은 KOTRA가 6월 13일부터 8월 말까지 온라인으로 개최하는 2020 글로벌 한류박람회(Korea Brand &amp; Entertainment Expo 2020, GLOBAL)’의 시작을 알리는 행사이다. AOA, 엔플라잉, SF9이 2020 글로벌 한류박람회 홍보대사로 위촉되어 뜨거운 밴드 사운드와 시원한 댄스음악을 넘나드는 온라인 K팝공연을 펼친다. 각 팀의 인기곡 퍼레이드는 물론, 공연을 더욱 재미있게 관람할 수 있는 멘트와 꿀팁으로 즐거움을 선사한다.누구나 무료로 관람할 수 있는 이번 공연을 통해 AOA와 엔플라잉, SF9은 코로나19로 어려움을 겪고 있는 전세계에 음악을 통해 위로와 희망을 전할 계획이다. 뿐만 아니라 오프라인 공연이 잇달아 취소되며 아쉬움을 느꼈을 팬들과, 한류와 우리나라 소비재에 관심이 있는 세계 각국의 시청자들에게도 알찬 시간이 될 전망이다.김나경 한경닷컴 연예·이슈팀 기자기사제보 및 보도자료 hub@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"FNC, 모바일 맞춤 숏폼 예능콘텐츠 제작사 '콘텐츠랩 나나랜드' 설립",2020-04-21 16:08,한국경제,None,"




(사진= FNC엔터테인먼트 안석준 대표, FNC프로덕션 김진 대표, 와이즈버즈 김종원 대표)FNC엔터테인먼트(이하 FNC)의 자회사인 콘텐츠랩 나나랜드(이하 나나랜드)는 오늘(21일) 글로벌 광고기업 와이즈버즈의 지분 투자를 받아 본격적으로 디지털 콘텐츠 제작사업에 뛰어들었다.나나랜드는 JTBC ‘뭉쳐야 찬다’∙KBS2 ‘옥탑방의 문제아들’ ‘1박2일 시즌4’ ‘사장님 귀는 당나귀 귀’ ‘살림하는 남자들2’ 등 인기 예능 프로그램을 제작하고 있는 FNC프로덕션의 제작역량과 국내 최고의 빅데이터 기반 온라인 마케팅 전문회사로 국내 최초로 페이스북∙인스타그램과 마케팅 파트너 계약을 체결한 와이즈버즈의 마케팅 노하우를 결합한 시너지를 통해 고품질 모바일 숏폼 예능콘텐츠를 제작할 계획이다.나나랜드는 짧은 시간에 즐길 수 있는 다양한 형태의 ‘스낵컬쳐(Snack Culture)’ 콘텐츠 위주로 구독자들에게 다가갈 예정이다. 우선, 예능프로그램 포맷으로 이영자와 김숙이 K-POP 스타들과 함께하는 맛집 예능 ‘K-밥 STAR’가 오늘(21일) 오후 6시 방영 예정이며, 노홍철이 다양한 분야 및 상황 등을 미리 체험해보고 프리뷰해주는 ‘생활 언박싱 노대리’도 방영을 앞두고 있다. 톱 예능 스타들이 기존 TV 예능과는 다른 짧은 호흡에 최신 트렌드를 녹여낸 속도감 있는 포맷으로 새로운 재미를 선사할 예정이다.FNC 안석준 대표이사는 “나나랜드는 플랫폼 및 소비패턴 변화에 적합한 고품질 숏폼 예능콘텐츠 제작으로 소비자의 니즈를 만족시키는 동시에 자체 IP확보를 통해 수익극대화 및 사업다각화를 추구한다”라며 “FNC는 종합 엔터테인먼트사로서 변화하는 산업에 발맞춰 향후 신규사업들을 적극 추진할 것”이라고 말했다.김나경 한경닷컴 연예·이슈팀 기자기사제보 및 보도자료 hub@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			FNC 측 ""신천지 연예인 루머 사실 무관, 합의·선처 없이 강경 대응""
		",2020.03.04. 오전 11:44,None,None,None
"
			문지인, FNC엔터테인먼트와 전속계약…정해인·설현·정진영과 한솥밥
		",2020.05.15. 오전 10:21,None,None,None
"FNC ""정용화 관련 허위사실 유포 및 악플러에 법적 대응, 고소장 접수 완료""",2020-01-06 14:52,한국경제,김수영 기자,"
""전담팀 꾸려 1차로 고소장 접수 완료""""일회성 대응 아닌 지속적인 추적할 것""



FNC, 정용화 관련 악플에 강력 대응 /사진=연합뉴스FNC엔터테인먼트가 그룹 씨엔블루 정용화와 관련한 악플에 법적 대응하고 있음을 밝혔다.FNC엔터테인먼트(이하 FNC)는 6일 ""그동안 소속 아티스트를 상대로 한 모욕 행위, 허위사실 유포 행위 등에 대해 선처없이 적극적으로 법적 조치를 취해왔고, 법원에서는 징역형과 벌금형 등의 처벌을 내린 바 있다""며 ""최근에는 정용화의 군 복무 및 무혐의로 이미 결론 난 과거 사안들과 관련해 허위사실을 유포하고 인신공격과 명예훼손을 하는 행위에 대해 적극적인 법적 대응을 실시하고 있다""고 밝혔다.이어 ""이 같은 사이버 범죄에 강력 대응하기 위해 5개 부서 팀장, 형사전문 변호사, 외부 전문가로 구성된 전담팀을 꾸렸으며 지난해 11월부터 다수의 악성 게시물을 다각도로 수집해오고 있다""고 전하며 ""1차로 이 중 가장 정도가 심한 악플러들에 대해 서울중앙지방검찰청에 고소장 접수를 완료했으며 이 사건은 강남경찰서로 배당돼 수사가 진행되고 있다""고 설명했다.그러면서 ""일회성 대응에 그치지 않고 전담팀은 상시 모니터링과 팬들의 제보를 바탕으로 악성 댓글 게시자를 지속적으로 추적해 추가 고소를 준비 중이며 이 작업은 앞으로도 계속 진행할 것""이라고 강조했다.정용화는 2018년 3월 육군 현역으로 입대해 지난해 11월 전역했다. 그는 입대 전 대학원에 부정 입학한 혐의로 조사를 받았으나 검찰은 무혐의로 최종 판단해 불기소 결정을 내렸다.다음은 FNC엔터테인먼트 공식입장 전문안녕하세요, FNC엔터테인먼트입니다.당사는 온라인상에서 무분별하게 벌어지고 있는 악성댓글, 비방 등으로부터 소속 아티스트의 인격과 권익을 보호하기 위해 지속적인 노력을 기울이고 있습니다.그동안 소속 아티스트를 상대로 한 모욕 행위, 허위사실 유포 행위 등에 대해 선처없이 적극적으로 법적 조치를 취해왔고, 법원에서는 징역형과 벌금형 등의 처벌을 내린 바 있습니다.최근에는 정용화의 군 복무 및 무혐의로 이미 결론 난 과거 사안들과 관련해 허위사실을 유포하고 인신공격과 명예훼손을 하는 행위에 대해 적극적인 법적 대응을 실시하고 있습니다.당사는 이 같은 사이버 범죄에 강력 대응하기 위해 5개 부서 팀장, 형사전문 변호사, 외부 전문가로 구성된 전담팀을 꾸렸으며 지난해 11월부터 다수의 악성 게시물을 다각도로 수집해오고 있습니다. 1차로 이 중 가장 정도가 심한 악플러들에 대해 서울중앙지방검찰청에 고소장 접수를 완료했으며 이 사건은 강남경찰서로 배당돼 수사가 진행되고 있습니다.또한 일회성 대응에 그치지 않고 전담팀은 상시 모니터링과 팬들의 제보를 바탕으로 악성 댓글 게시자를 지속적으로 추적해 추가 고소를 준비 중이며 이 작업은 앞으로도 계속 진행할 것입니다.익명성을 악용해 근거 없는 허위사실을 무분별하게 게시해 명예를 훼손하고 인격을 해치는 행위는 아티스트 본인은 물론이고 가족들, 당사와 팬분들에게까지 큰 고통을 주고 있습니다. 이는 반드시 근절돼야 하는 명백한 범죄행위로, 당사는 선처 없는 강력 대응으로 아티스트 보호에 최선을 다할 것입니다.언제나 당사와 정용화 등 소속 아티스트들에게 성원을 보내주시는 많은 분께 깊은 감사를 드립니다.김수영 한경닷컴 기자 swimmingk@hankyung.com기사제보 및 보도자료 newsinfo@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			신예 박지원, FNC와 전속계약…'날찾아'→'그 남자의 기억법' 출연
		",2020.02.20. 오후 1:21,None,None,None
"유재석이 신천지? FNC ""악성 루머, 강력 대응"" [공식]",2020-03-04 13:19,한국경제,김예랑 기자,"
코로나19 확산에 신천지 관련 루머 '일파만파' 유재석·이동욱 등 신천지 연예인 루머에 ""법적 대응"" 공식입장



유재석  /사진=한경DB방송인 유재석, 정형돈, 배우 이동욱, 남규리, 테이 등이 '신천지'라는 오명을 입고 강력 대응에 나섰다. 최근 신종 코로나바이러스 감염증(코로나19) 확산으로 대구 지역 집단 감염의 중심에 있는 신천지에 대한 지라시가 유포됐다. 특히 다수의 연예인 이름이 거론된 이른바 '신천지 연예인 명단'이 웹상에 일파만파 퍼졌다. 명단에 이름이 오른 유재석, 정형돈의 소속사 FNC엔터테인먼트는 4일 ""소속 아티스트는 특정 종교와 전혀 무관하며 해당 루머는 사실이 아니다""라고 공식 입장을 밝혔다. 이어 ""위기를 극복해야 하는 지금 무분별한 루머 양산에 깊은 유감을 표한다""면서 ""악성 루머 양성, 악의적 비방 게시물과 관련해 어떤 합의나 선처 없이 법적 절차를 토대로 강력 대응할 예정""이라고 말했다. 



이동욱 /사진=한경DB이동욱 소속사 또한 ""루머 확대 및 재생산 등 아티스트 명예와 인격을 훼손하는 행위에 대해 법적 절차를 토대로 대응할 것""이라고 전했다. 남규리 소속사 콘텐츠 난다긴다도 남규리와 신천지의 연관성을 일축했다. 가수 테이는 ""조금 화가 나려 한다""면서  ""소소하지만 열심히 준비하고 치열하게 달려왔던 테이스티버거 2호점(석촌호수점)의 오픈이 미뤄졌다. 그 미뤄진 이유도(어쩔수없는 상황보다)어떤 종교의 모임이 속상하게도 이 근방이라는 소식을 접하고 미룬 것인데, 심지어 오픈 날짜도 정하지 못한 채 직원들과 하루하루 애태우고 있는데!!""라고 분노했다. 가수 아이비도 지라시 내용을 캡쳐해 ""이런 때일수록 유언비어가 많아져 본질을 흐리는 경우가 많다. 어이가 없어 웃음도 안 나온다. 가짜가 판치는 세상""이라고 비판했다. 



가수 청하 /사진=한경DB앞서 이탈리아 밀라노 패션위크에 참석한 연예인과 스태프들이 코로나19 양성 판정을 받았다는 루머가 돌기도 했다. 특히 스태프 중 2명이 코로나19 확진 판정을 받은 청하는 '신천지 연예인' 의혹에도 휩싸였다. 청하는 ""스태프 2명은 확진 판정을 받았지만 저와, 제 매니저 세 분 모두 음성이다. 저와 도와주는 분들 모두 우려 할 만한 종교를 가지고 있지 않다""고 강조했다. 김예랑 한경닷컴 기자 yesrang@hankyung.com기사제보 및 보도자료 newsinfo@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			필리핀 화산 폭발에 발 묶인 체리블렛… FNC ""호텔서 상황 지켜보는 중""
		",2020.01.13. 오후 2:26,None,None,None
"
			'컴백' SF9 태양X휘영X찬희,'9loryUS' 개인 재킷 포스터 공개
		",2020.06.28. 오전 9:46,None,None,None
"
			'6일 컴백’ SF9 다원∙로운∙주호, 재킷 포스터 공개
		",2020.06.27. 오후 2:24,None,None,None
"
			'컴백 D-2' 엔플라잉, 신곡 '아 진짜요.' MV 깜짝 선공개
		",2020.06.08. 오전 9:10,None,None,None
"
			'컴백 D-4' 엔플라잉, 신곡 '아 진짜요.' 두 번째 MV 티저 공개
		",2020.06.06. 오전 8:11,None,None,None
"
			[인터뷰] 엔플라잉 ""'옥탑방' 부담 NO…'아 진짜요' 색다른 공감 드릴 것""
		",2020.06.09. 오전 9:12,None,None,None
"
			엔플라잉, 신곡 '아 진짜요' MV 티저 공개…컴백 기대감 ↑
		",2020.06.04. 오전 10:25,None,None,None
"
			조윤희·이동건 이혼…""좋은 활동으로 인사드릴 것"" [공식]
		",2020.05.28. 오전 10:36,None,None,None
"
			前 씨엔블루 이종현, 오늘(25일) 전역…정준영 단톡방·추파 DM '다사다난'
		",2020.03.25. 오전 9:28,None,None,None
"
			SF9 ""한성호 대표 작사 참여? 많이 신경 써줘 감사할 따름""
		",2020.01.15. 오후 9:22,None,None,None
"
			FT아일랜드 이재진, 오늘(21일) 군입대…3사단 신병교육대 입소
		",2020.01.21. 오후 5:01,None,None,None
"
			'데뷔 첫 1위' SF9 ""오늘 잊지 않으며 더 열심히 할 것"" 9인 9색 소감
		",2020.01.17. 오전 8:16,None,None,None
"
			정용화 악플러 상대 법적대응 ""무혐의 사안 인신공격 참지 않아""
		",2020.01.06. 오후 11:18,None,None,None
"
			엔플라잉, 신곡 ‘아 진짜요.’ 멜로디 스포일러로 궁금증 ‘UP’
		",2020.05.30. 오전 11:39,None,None,None
"
			엔플라잉, 6월 10일 컴백 확정…타이틀곡은 '아 진짜요.'
		",2020.05.29. 오전 9:11,None,None,None
"
			이동건 측 ""신중한 고민 끝 조윤희와 이혼 결정…조정절차 마무리""
		",2020.05.28. 오후 12:23,None,None,None
"
			조윤희·이동건 이혼, '미우새'·'해투4' 출연하던 '잉꼬부부' 3년 만에 각자의 길로
		",2020.05.28. 오후 2:18,None,None,None
"
			""4년만에 뭉친 웨딩보이즈""…정용화X이준X윤두준X광희, 녹음 인증샷 공개
		",2020.05.12. 오전 9:02,None,None,None
"
			정용화, 19일 웨딩송 ‘너, 나, 우리 (Would you marry me?)’ 발매
		",2020.05.11. 오후 4:53,None,None,None
"
			로운 '선배, 그 립스틱 바르지 마요' 출연 검토 중 '웹소설 원작'
		",2020.04.29. 오후 11:33,None,None,None
"
			'반의반' 정해인 ""위로받는 드라마 됐길"" 종영 소감
		",2020.04.28. 오전 10:31,None,None,None
"
			FT아일랜드 출신 송승현, 오늘(27일) 현역 입대…""가보자"" 삭발 사진 공개
		",2020.04.27. 오후 1:41,None,None,None
"
			노홍철도 유튜버 합류…'언박싱' 전문
		",2020.04.20. 오후 4:35,None,None,None
"
			설현, 시크함→청량美까지 '멋쁨의 정석'…새 프로필 사진 공개
		",2020.04.20. 오전 11:18,None,None,None
"
			최민환, 손편지 공개 ""군대 체질인 듯, 맏형으로 재밌게 생활 중"" [전문]
		",2020.03.19. 오후 4:51,None,None,None
"NEW, 세계 OTT 아성에 도전…북미·유럽서 'K콘텐츠' 24시간 방영 시작",2020-02-24 15:58,한국경제,설지연 기자,"
			영화 배급 및 드라마 제작사 NEW가 북미와 유럽 등에 K팝, 한국 드라마 등 K콘텐츠를 24시간 방영하는 디지털 방송 채널로 해외 시장 공략에 나섰다. 글로벌 10~20대를 타깃으로 한 최신 한류 콘텐츠 채널은 사실상 처음 나온 것이라 콘텐츠 제작 및 유통 시장의 주목을 받고 있다.  24일 코스닥 상장사 NEW는 북·남미와 유럽 11개국, 1억가구를 대상으로 K콘텐츠만 하루 종일 방송하는 스마트TV 기반 디지털 방송 채널 '뉴 키드(NEW K. ID)'를 개국했다고 밝혔다. NEW는 새 채널 플랫폼 사업을 위해 새로운 계열사 '뉴아이디'도 설립했다.  NEW는 뉴 키드 채널 출시를 위해 북미 스트리밍 서비스 업체인 쥬모, 유럽 최대 커넥티드TV 플랫폼 사업자인 뷰드와 손을 잡았다. 미국과 캐나다를 비롯해 유럽 지역에선 스마트TV와 모바일 등 인터넷과 연결된 기기만 있으면 별도 가입 없이 방송 채널로 뉴 키드를 시청할 수 있다.  박준경 뉴아이디 대표는 ""뉴 키드는 K팝 관련 뮤직쇼, 리얼리티쇼, 뉴스, 예능을 비롯해 K푸드, 시트콤, 드라마 등 다양한 한국 콘텐츠를 글로벌 시청자들에게 제공할 것""이라며 ""이를 위해 MBC플러스, TBS, YG엔터테인먼트, FNC엔터테인먼트, 키위미디어그룹, JEI재능TV 등 16개 파트너사가 콘텐츠 공급을 함께 한다""고 말했다.  NEW의 이 같은 시도는 미디어·콘텐츠 업계 안팎에서 눈길을 끌고 있다. 국내 콘텐츠 제작자들과 유통사들에겐 기존 유통 채널 외 새로운 해외 수익 판로의 가능성을 제시하는 것이기 때문이다. 또 구독료를 내고 소비하는 넷플릭스, 왓챠플레이 등 온라인동영상서비스(OTT)와 달리 광고 수익에 기반한 스트리밍 TV 플랫폼을 선택했다는 점에서도 관심이 쏠린다.  NEW는 '7번방의 선물' '변호인' '부산행' 등 흥행 영화를 다수 배출한 국내 4대 영화 배급사이면서 최근엔 '태양의 후예' 등 드라마 제작, 스포츠 사업 등에도 적극적으로 뛰어들고 있다. 김우택 NEW 회장은 콘텐츠 배급과 제작을 넘어 독자 채널까지 구축해 종합 미디어그룹을 만들려는 구상을 가지고 있다.  올해는 ‘반도(부산행2)’ 등 기대작의 영화 개봉과 5편의 자체 제작 드라마 방영을 앞두고 있어 영업이익 흑자전환 등 실적 개선도 이뤄질 전망이다. 설지연 기자 sjy@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"
			종영 D-DAY '정해인의 걸어보고서', 교양X예능의 성공적 변주
		",2020.01.28. 오전 10:13,None,None,None
"
			'컴백 D-3' 체리블렛, '무릎을 탁 치고' MV 티저 공개
		",2020.02.08. 오후 2:32,None,None,None
"
			체리블렛, 11일 컴백 앞두고 확 달라진 개인컷 공개
		",2020.02.05. 오후 6:21,None,None,None
"
			'복면가왕' 호떡 정체는 AOA 찬미 ""의미있는 무대 감사""
		",2020.01.20. 오전 7:59,None,None,None
"
			'연기돌' 찬희 끌고 로운 밀고…SF9 '대세돌' 굳히기 나섰다
		",2020.01.10. 오후 1:47,None,None,None
"
			SF9, 신곡 ‘Good Guy’ 뮤비 사흘만에 1000만뷰 돌파
		",2020.01.09. 오후 2:41,None,None,None
"
			슈트 입은 '굿 가이' SF9, 첫 정규로 '음악방송 1위' 영광 맞을까 [종합]
		",2020.01.07. 오후 5:51,None,None,None
"
			'복면가왕' 호떡 정체는 AOA 찬미 ""의미있는 무대 감사""
		",2020.01.20. 오전 7:59,None,None,None
"
			'연기돌' 찬희 끌고 로운 밀고…SF9 '대세돌' 굳히기 나섰다
		",2020.01.10. 오후 1:47,None,None,None
"
			SF9, 신곡 ‘Good Guy’ 뮤비 사흘만에 1000만뷰 돌파
		",2020.01.09. 오후 2:41,None,None,None
"
			슈트 입은 '굿 가이' SF9, 첫 정규로 '음악방송 1위' 영광 맞을까 [종합]
		",2020.01.07. 오후 5:51,None,None,None
"
			'1월 7일 컴백' SF9, 두 번째 티저 속 '황금 팔찌'…세계관 관심↑
		",2020.01.04. 오전 9:24,None,None,None
"
			""절제된 고급美""…SF9, '굿 가이' MV 티저 공개
		",2020.01.03. 오전 8:50,None,None,None
"
			'컴백' SF9, 개인 콘셉트 포토 'BLACK RATED' 버전 공개
		",2020.01.02. 오전 8:49,None,None,None
"
			SF9 '9lory' 트레일러, 음악적 성취 '집약'→새로운 영광 '기대'
		",2020.01.01. 오전 8:30,None,None,None
"
			[단독] FT아일랜드 송승현, FNC 떠난다…이달 말 계약 종료
		",2019.12.24. 오후 4:22,None,None,None
"
			체리블렛 미래·코코로·린린 전속계약 해지…FNC ""이유는 비공개, 팀 7인조 재편"" [공식입장]
		",2019.12.13. 오후 2:06,None,None,None
